AOI,RCA,StreamOrder,Model,Period,gsdd,mean_ann,min_ann,max_ann,mean_apr,mean_may,mean_jun,mean_jul,mean_aug,mean_sep,mean_oct
Game Management Unit 20D,257,5,gfdl,0,864.32,3.88,0.0,11.31,0.01,2.36,6.91,8.95,6.13,3.02,0.53
Game Management Unit 20D,257,5,gfdl,1,943.7,4.21,0.0,10.39,0.03,2.93,8.02,9.15,6.21,3.44,0.57
Game Management Unit 20D,257,5,gfdl,2,1062.11,4.74,0.0,13.09,0.04,4.07,8.74,10.2,6.58,3.67,0.83
Game Management Unit 20D,259,6,ccsm,0,959.54,4.31,0.0,12.14,0.09,3.04,7.62,9.51,6.53,3.38,0.78
Game Management Unit 20D,259,6,ccsm,1,1026.47,4.58,0.0,14.56,0.08,3.32,8.3,9.88,6.61,3.71,0.92
Game Management Unit 20D,259,6,ccsm,2,1153.65,5.15,0.0,14.67,0.11,4.03,9.68,10.86,7.35,4.07,0.99
Game Management Unit 20D,259,6,gfdl,0,959.54,4.31,0.0,12.14,0.09,3.04,7.62,9.51,6.53,3.38,0.78
Game Management Unit 20D,259,6,gfdl,1,1038.84,4.64,0.0,10.96,0.06,3.6,8.87,9.68,6.6,3.82,0.81
Game Management Unit 20D,259,6,gfdl,2,1168.68,5.22,0.0,13.96,0.12,4.82,9.66,10.83,6.98,4.05,1.1
Game Management Unit 20D,260,5,ccsm,0,980.38,4.43,0.0,12.22,0.14,3.21,7.78,9.67,6.7,3.56,0.91
Game Management Unit 20D,260,5,ccsm,1,1055.02,4.71,0.0,14.74,0.15,3.49,8.37,10.03,6.79,3.85,1.06
Game Management Unit 20D,260,5,ccsm,2,1181.67,5.28,0.0,14.63,0.16,4.24,9.72,11.06,7.52,4.21,1.12
Game Management Unit 20D,260,5,gfdl,0,980.38,4.43,0.0,12.22,0.14,3.21,7.78,9.67,6.7,3.56,0.91
Game Management Unit 20D,260,5,gfdl,1,1067.07,4.76,0.0,11.27,0.15,3.76,8.89,9.88,6.76,3.99,0.95
Game Management Unit 20D,260,5,gfdl,2,1190.72,5.32,0.0,14.01,0.2,4.94,9.64,10.96,7.12,4.22,1.24
Game Management Unit 20D,262,6,ccsm,0,1099.08,4.93,0.0,12.99,0.47,3.93,8.59,10.31,7.05,3.89,1.3
Game Management Unit 20D,262,6,ccsm,1,1161.61,5.19,0.0,15.23,0.4,4.05,9.32,10.7,7.19,4.18,1.42
Game Management Unit 20D,262,6,ccsm,2,1290.12,5.76,0.0,15.4,0.41,4.73,10.67,11.66,7.96,4.6,1.54
Game Management Unit 20D,262,6,gfdl,0,1099.08,4.93,0.0,12.99,0.47,3.93,8.59,10.31,7.05,3.89,1.3
Game Management Unit 20D,262,6,gfdl,1,1175.12,5.25,0.0,12.37,0.42,4.47,9.73,10.51,7.12,4.33,1.33
Game Management Unit 20D,262,6,gfdl,2,1309.55,5.85,0.0,14.63,0.45,5.53,10.59,11.79,7.59,4.61,1.62
Game Management Unit 20D,264,6,ccsm,0,1097.11,4.91,0.0,12.87,0.47,3.92,8.53,10.25,7.04,3.9,1.3
Game Management Unit 20D,264,6,ccsm,1,1157.77,5.17,0.0,15.07,0.41,4.06,9.26,10.63,7.18,4.19,1.41
Game Management Unit 20D,264,6,ccsm,2,1283.83,5.73,0.0,15.27,0.42,4.72,10.56,11.58,7.95,4.61,1.54
Game Management Unit 20D,264,6,gfdl,0,1097.11,4.91,0.0,12.87,0.47,3.92,8.53,10.25,7.04,3.9,1.3
Game Management Unit 20D,264,6,gfdl,1,1170.57,5.23,0.0,12.22,0.41,4.46,9.67,10.45,7.11,4.34,1.32
Game Management Unit 20D,264,6,gfdl,2,1302.74,5.82,0.0,14.51,0.45,5.51,10.51,11.7,7.58,4.6,1.62
Game Management Unit 20D,267,5,ccsm,0,1076.7,4.84,0.0,12.95,0.4,3.79,8.43,10.19,7.01,3.84,1.22
Game Management Unit 20D,267,5,ccsm,1,1140.53,5.09,0.0,15.22,0.35,3.95,9.24,10.46,7.1,4.15,1.34
Game Management Unit 20D,267,5,ccsm,2,1271.77,5.68,0.0,15.51,0.36,4.69,10.51,11.49,7.91,4.57,1.45
Game Management Unit 20D,267,5,gfdl,0,1076.7,4.84,0.0,12.95,0.4,3.79,8.43,10.19,7.01,3.84,1.22
Game Management Unit 20D,267,5,gfdl,1,1149.29,5.13,0.0,12.13,0.32,4.34,9.57,10.31,7.04,4.26,1.22
Game Management Unit 20D,267,5,gfdl,2,1284.89,5.74,0.0,14.9,0.37,5.48,10.47,11.58,7.45,4.5,1.51
Game Management Unit 20D,268,5,ccsm,0,864.19,3.89,0.0,11.27,0.01,2.43,6.91,8.97,6.16,3.0,0.53
Game Management Unit 20D,268,5,ccsm,1,932.53,4.16,0.0,13.68,0.01,2.67,7.56,9.28,6.22,3.32,0.69
Game Management Unit 20D,268,5,ccsm,2,1058.86,4.73,0.0,13.72,0.01,3.44,8.93,10.28,6.94,3.68,0.73
Game Management Unit 20D,268,5,gfdl,0,864.19,3.89,0.0,11.27,0.01,2.43,6.91,8.97,6.16,3.0,0.53
Game Management Unit 20D,268,5,gfdl,1,947.53,4.23,0.0,10.44,0.05,3.02,8.01,9.14,6.24,3.43,0.6
Game Management Unit 20D,268,5,gfdl,2,1066.14,4.76,0.0,13.16,0.06,4.13,8.74,10.2,6.61,3.66,0.85
Game Management Unit 20D,273,5,ccsm,0,1075.49,4.86,0.0,12.93,0.4,3.81,8.44,10.2,7.01,3.85,1.23
Game Management Unit 20D,273,5,ccsm,1,1143.57,5.11,0.0,15.19,0.35,3.98,9.25,10.47,7.1,4.16,1.35
Game Management Unit 20D,273,5,ccsm,2,1272.71,5.68,0.0,15.45,0.37,4.69,10.53,11.49,7.89,4.57,1.46
Game Management Unit 20D,273,5,gfdl,0,1075.49,4.86,0.0,12.93,0.4,3.81,8.44,10.2,7.01,3.85,1.23
Game Management Unit 20D,273,5,gfdl,1,1152.72,5.15,0.0,12.13,0.33,4.36,9.57,10.36,7.04,4.26,1.24
Game Management Unit 20D,273,5,gfdl,2,1286.55,5.74,0.0,14.87,0.38,5.48,10.46,11.61,7.45,4.51,1.54
Game Management Unit 20D,274,6,ccsm,0,1086.73,4.91,0.0,12.84,0.47,3.92,8.51,10.26,7.03,3.9,1.31
Game Management Unit 20D,274,6,ccsm,1,1155.59,5.16,0.0,15.12,0.41,4.05,9.24,10.6,7.16,4.19,1.41
Game Management Unit 20D,274,6,ccsm,2,1281.48,5.72,0.0,15.31,0.42,4.72,10.54,11.55,7.93,4.61,1.53
Game Management Unit 20D,274,6,gfdl,0,1086.73,4.91,0.0,12.84,0.47,3.92,8.51,10.26,7.03,3.9,1.31
Game Management Unit 20D,274,6,gfdl,1,1167.61,5.21,0.0,12.16,0.41,4.44,9.64,10.43,7.09,4.34,1.32
Game Management Unit 20D,274,6,gfdl,2,1299.69,5.8,0.0,14.47,0.45,5.5,10.49,11.66,7.55,4.6,1.62
Game Management Unit 20D,281,5,ccsm,0,1062.99,4.79,0.0,12.73,0.39,3.76,8.28,10.08,6.97,3.83,1.19
Game Management Unit 20D,281,5,ccsm,1,1127.62,5.03,0.0,14.86,0.36,3.91,9.05,10.36,7.06,4.13,1.29
Game Management Unit 20D,281,5,ccsm,2,1255.19,5.6,0.0,15.12,0.35,4.65,10.29,11.33,7.88,4.55,1.4
Game Management Unit 20D,281,5,gfdl,0,1062.99,4.79,0.0,12.73,0.39,3.76,8.28,10.08,6.97,3.83,1.19
Game Management Unit 20D,281,5,gfdl,1,1137.77,5.08,0.0,11.85,0.31,4.3,9.44,10.22,7.01,4.23,1.18
Game Management Unit 20D,281,5,gfdl,2,1267.38,5.66,0.0,14.57,0.36,5.41,10.24,11.43,7.42,4.47,1.47
Game Management Unit 20D,282,5,ccsm,0,1077.26,4.87,0.0,12.72,0.43,3.85,8.4,10.16,7.0,3.89,1.27
Game Management Unit 20D,282,5,ccsm,1,1143.1,5.1,0.0,14.92,0.39,4.0,9.14,10.43,7.14,4.2,1.38
Game Management Unit 20D,282,5,ccsm,2,1270.15,5.67,0.0,15.03,0.4,4.69,10.42,11.41,7.91,4.62,1.49
Game Management Unit 20D,282,5,gfdl,0,1077.26,4.87,0.0,12.72,0.43,3.85,8.4,10.16,7.0,3.89,1.27
Game Management Unit 20D,282,5,gfdl,1,1156.34,5.16,0.0,12.04,0.36,4.39,9.57,10.35,7.06,4.31,1.27
Game Management Unit 20D,282,5,gfdl,2,1284.85,5.74,0.0,14.53,0.4,5.47,10.37,11.55,7.49,4.52,1.56
Game Management Unit 20D,292,5,ccsm,0,1073.61,4.81,0.0,12.69,0.41,3.81,8.35,10.13,6.98,3.85,1.24
Game Management Unit 20D,292,5,ccsm,1,1137.14,5.08,0.0,14.84,0.38,3.97,9.1,10.41,7.1,4.17,1.36
Game Management Unit 20D,292,5,ccsm,2,1262.45,5.64,0.0,14.99,0.39,4.66,10.35,11.37,7.87,4.58,1.47
Game Management Unit 20D,292,5,gfdl,0,1073.61,4.81,0.0,12.69,0.41,3.81,8.35,10.13,6.98,3.85,1.24
Game Management Unit 20D,292,5,gfdl,1,1148.78,5.13,0.0,11.91,0.34,4.36,9.51,10.3,7.01,4.28,1.25
Game Management Unit 20D,292,5,gfdl,2,1277.36,5.7,0.0,14.48,0.38,5.44,10.32,11.5,7.44,4.5,1.54
Game Management Unit 20D,299,5,ccsm,0,871.19,3.93,0.0,11.64,0.01,2.49,6.96,9.0,6.19,3.06,0.53
Game Management Unit 20D,299,5,ccsm,1,943.05,4.21,0.0,13.75,0.02,2.7,7.63,9.36,6.27,3.41,0.68
Game Management Unit 20D,299,5,ccsm,2,1067.2,4.76,0.0,13.83,0.02,3.45,8.99,10.37,6.99,3.75,0.72
Game Management Unit 20D,299,5,gfdl,0,871.19,3.93,0.0,11.64,0.01,2.49,6.96,9.0,6.19,3.06,0.53
Game Management Unit 20D,299,5,gfdl,1,954.89,4.26,0.0,10.4,0.06,3.1,8.06,9.2,6.26,3.46,0.58
Game Management Unit 20D,299,5,gfdl,2,1069.15,4.77,0.0,13.33,0.08,4.21,8.72,10.2,6.63,3.71,0.81
Game Management Unit 20D,306,5,ccsm,0,665.65,2.99,0.0,10.11,0.0,1.17,5.35,7.68,5.15,2.01,0.1
Game Management Unit 20D,306,5,ccsm,1,732.6,3.27,0.0,12.29,0.0,1.37,6.06,8.06,5.23,2.38,0.2
Game Management Unit 20D,306,5,ccsm,2,855.73,3.82,0.0,12.33,0.0,2.05,7.45,9.07,5.93,2.72,0.2
Game Management Unit 20D,306,5,gfdl,0,665.65,2.99,0.0,10.11,0.0,1.17,5.35,7.68,5.15,2.01,0.1
Game Management Unit 20D,306,5,gfdl,1,745.34,3.33,0.0,8.83,0.0,1.8,6.46,7.88,5.21,2.43,0.12
Game Management Unit 20D,306,5,gfdl,2,851.89,3.8,0.0,11.84,0.0,2.78,7.12,8.87,5.57,2.69,0.26
Game Management Unit 20D,308,5,ccsm,0,684.11,3.08,0.0,10.4,0.0,1.27,5.52,7.83,5.25,2.11,0.11
Game Management Unit 20D,308,5,ccsm,1,753.03,3.36,0.0,12.53,0.0,1.47,6.25,8.21,5.34,2.46,0.23
Game Management Unit 20D,308,5,ccsm,2,878.41,3.92,0.0,12.6,0.0,2.17,7.66,9.25,6.03,2.81,0.22
Game Management Unit 20D,308,5,gfdl,0,684.11,3.08,0.0,10.4,0.0,1.27,5.52,7.83,5.25,2.11,0.11
Game Management Unit 20D,308,5,gfdl,1,763.37,3.41,0.0,8.95,0.0,1.88,6.59,8.03,5.32,2.52,0.15
Game Management Unit 20D,308,5,gfdl,2,875.85,3.91,0.0,12.09,0.0,2.95,7.31,9.05,5.68,2.78,0.3
Game Management Unit 20D,314,4,ccsm,0,677.57,3.05,0.0,10.31,0.0,1.23,5.41,7.73,5.2,2.09,0.11
Game Management Unit 20D,314,4,ccsm,1,740.32,3.31,0.0,12.11,0.0,1.4,6.12,8.11,5.28,2.41,0.23
Game Management Unit 20D,314,4,ccsm,2,860.5,3.84,0.0,12.22,0.0,2.07,7.47,9.11,5.96,2.74,0.23
Game Management Unit 20D,314,4,gfdl,0,677.57,3.05,0.0,10.31,0.0,1.23,5.41,7.73,5.2,2.09,0.11
Game Management Unit 20D,314,4,gfdl,1,756.59,3.38,0.0,9.04,0.0,1.87,6.55,7.96,5.26,2.47,0.15
Game Management Unit 20D,314,4,gfdl,2,859.91,3.84,0.0,11.98,0.0,2.84,7.15,8.9,5.63,2.74,0.29
Game Management Unit 20D,317,4,ccsm,0,808.01,3.65,0.0,11.52,0.0,2.07,6.51,8.62,5.86,2.73,0.38
Game Management Unit 20D,317,4,ccsm,1,880.6,3.93,0.0,13.31,0.0,2.23,7.26,9.01,5.94,3.05,0.55
Game Management Unit 20D,317,4,ccsm,2,1005.06,4.49,0.0,13.42,0.0,2.99,8.66,10.02,6.64,3.39,0.55
Game Management Unit 20D,317,4,gfdl,0,808.01,3.65,0.0,11.52,0.0,2.07,6.51,8.62,5.86,2.73,0.38
Game Management Unit 20D,317,4,gfdl,1,896.08,4.0,0.0,10.16,0.05,2.71,7.68,8.87,5.93,3.11,0.45
Game Management Unit 20D,317,4,gfdl,2,1007.15,4.5,0.0,13.26,0.03,3.79,8.33,9.85,6.3,3.38,0.65
Game Management Unit 20D,321,4,ccsm,0,681.07,3.07,0.0,10.47,0.0,1.29,5.49,7.8,5.23,2.1,0.11
Game Management Unit 20D,321,4,ccsm,1,751.21,3.35,0.0,12.44,0.0,1.44,6.23,8.21,5.32,2.43,0.24
Game Management Unit 20D,321,4,ccsm,2,872.97,3.9,0.0,12.48,0.0,2.12,7.62,9.23,6.0,2.77,0.24
Game Management Unit 20D,321,4,gfdl,0,681.07,3.07,0.0,10.47,0.0,1.29,5.49,7.8,5.23,2.1,0.11
Game Management Unit 20D,321,4,gfdl,1,764.59,3.41,0.0,9.13,0.0,1.92,6.61,8.05,5.3,2.49,0.15
Game Management Unit 20D,321,4,gfdl,2,871.83,3.89,0.0,12.18,0.0,2.93,7.26,9.02,5.66,2.76,0.3
Game Management Unit 20D,328,4,ccsm,0,849.7,3.87,0.0,12.03,0.0,2.4,6.95,9.01,6.13,2.96,0.47
Game Management Unit 20D,328,4,ccsm,1,936.51,4.18,0.0,14.08,0.0,2.59,7.68,9.39,6.22,3.31,0.63
Game Management Unit 20D,328,4,ccsm,2,1065.83,4.76,0.0,14.21,0.01,3.37,9.15,10.47,6.92,3.66,0.65
Game Management Unit 20D,328,4,gfdl,0,849.7,3.87,0.0,12.03,0.0,2.4,6.95,9.01,6.13,2.96,0.47
Game Management Unit 20D,328,4,gfdl,1,942.5,4.21,0.0,10.4,0.05,2.97,7.97,9.21,6.2,3.37,0.54
Game Management Unit 20D,328,4,gfdl,2,1068.44,4.77,0.0,13.68,0.06,4.21,8.76,10.28,6.57,3.65,0.78
Game Management Unit 20D,329,5,ccsm,0,795.85,3.6,0.0,11.39,0.0,1.99,6.43,8.58,5.83,2.68,0.32
Game Management Unit 20D,329,5,ccsm,1,869.62,3.88,0.0,13.37,0.0,2.15,7.14,8.98,5.92,3.03,0.48
Game Management Unit 20D,329,5,ccsm,2,996.29,4.45,0.0,13.51,0.0,2.92,8.56,10.03,6.61,3.37,0.49
Game Management Unit 20D,329,5,gfdl,0,795.85,3.6,0.0,11.39,0.0,1.99,6.43,8.58,5.83,2.68,0.32
Game Management Unit 20D,329,5,gfdl,1,876.84,3.91,0.0,9.88,0.02,2.55,7.44,8.79,5.91,3.09,0.37
Game Management Unit 20D,329,5,gfdl,2,995.89,4.45,0.0,13.03,0.03,3.75,8.18,9.82,6.27,3.34,0.57
Game Management Unit 20D,331,4,ccsm,0,564.3,2.54,0.0,9.13,0.0,0.7,4.44,6.89,4.59,1.53,0.02
Game Management Unit 20D,331,4,ccsm,1,632.4,2.82,0.0,11.31,0.0,0.9,5.18,7.34,4.72,1.87,0.05
Game Management Unit 20D,331,4,ccsm,2,746.79,3.33,0.0,11.48,0.0,1.44,6.5,8.31,5.37,2.22,0.06
Game Management Unit 20D,331,4,gfdl,0,564.3,2.54,0.0,9.13,0.0,0.7,4.44,6.89,4.59,1.53,0.02
Game Management Unit 20D,331,4,gfdl,1,648.16,2.89,0.0,8.29,0.0,1.36,5.58,7.17,4.68,1.93,0.03
Game Management Unit 20D,331,4,gfdl,2,743.57,3.32,0.0,10.85,0.0,2.26,6.13,8.06,5.05,2.19,0.09
Game Management Unit 20D,333,4,ccsm,0,600.6,2.71,0.0,9.73,0.0,0.87,4.78,7.22,4.85,1.72,0.04
Game Management Unit 20D,333,4,ccsm,1,669.91,2.99,0.0,11.57,0.0,1.05,5.48,7.63,4.98,2.05,0.11
Game Management Unit 20D,333,4,ccsm,2,791.27,3.53,0.0,12.18,0.0,1.64,6.85,8.65,5.65,2.43,0.12
Game Management Unit 20D,333,4,gfdl,0,600.6,2.71,0.0,9.73,0.0,0.87,4.78,7.22,4.85,1.72,0.04
Game Management Unit 20D,333,4,gfdl,1,689.74,3.08,0.0,8.64,0.0,1.52,5.91,7.52,4.95,2.12,0.05
Game Management Unit 20D,333,4,gfdl,2,792.0,3.54,0.0,11.26,0.0,2.52,6.52,8.45,5.3,2.39,0.17
Game Management Unit 20D,334,4,ccsm,0,654.94,3.05,0.0,10.26,0.0,1.3,5.43,7.72,5.25,2.14,0.12
Game Management Unit 20D,334,4,ccsm,1,746.08,3.33,0.0,12.14,0.0,1.44,6.11,8.15,5.37,2.42,0.24
Game Management Unit 20D,334,4,ccsm,2,869.46,3.88,0.0,12.9,0.0,2.11,7.51,9.17,6.04,2.8,0.25
Game Management Unit 20D,334,4,gfdl,0,654.94,3.05,0.0,10.26,0.0,1.3,5.43,7.72,5.25,2.14,0.12
Game Management Unit 20D,334,4,gfdl,1,765.03,3.42,0.0,9.28,0.0,1.94,6.54,8.02,5.34,2.53,0.17
Game Management Unit 20D,334,4,gfdl,2,871.22,3.89,0.0,11.86,0.0,3.04,7.15,8.97,5.68,2.77,0.32
Game Management Unit 20D,337,4,ccsm,0,481.12,2.18,0.0,8.49,0.0,0.37,3.68,6.29,4.15,1.07,0.01
Game Management Unit 20D,337,4,ccsm,1,545.1,2.43,0.0,10.33,0.0,0.6,4.34,6.68,4.27,1.37,0.01
Game Management Unit 20D,337,4,ccsm,2,660.42,2.95,0.0,10.96,0.0,1.0,5.72,7.67,4.93,1.74,0.01
Game Management Unit 20D,337,4,gfdl,0,481.12,2.18,0.0,8.49,0.0,0.37,3.68,6.29,4.15,1.07,0.01
Game Management Unit 20D,337,4,gfdl,1,566.84,2.53,0.0,7.88,0.0,0.97,4.78,6.58,4.27,1.49,0.0
Game Management Unit 20D,337,4,gfdl,2,654.77,2.92,0.0,10.03,0.0,1.73,5.36,7.46,4.59,1.74,0.01
Game Management Unit 20D,342,5,ccsm,0,1049.05,4.76,0.0,12.68,0.37,3.74,8.24,10.03,6.94,3.8,1.14
Game Management Unit 20D,342,5,ccsm,1,1121.96,5.01,0.0,14.73,0.35,3.91,9.02,10.32,7.02,4.09,1.27
Game Management Unit 20D,342,5,ccsm,2,1249.05,5.58,0.0,14.95,0.33,4.66,10.26,11.25,7.85,4.51,1.37
Game Management Unit 20D,342,5,gfdl,0,1049.05,4.76,0.0,12.68,0.37,3.74,8.24,10.03,6.94,3.8,1.14
Game Management Unit 20D,342,5,gfdl,1,1133.04,5.06,0.0,11.79,0.29,4.31,9.39,10.19,7.01,4.19,1.15
Game Management Unit 20D,342,5,gfdl,2,1260.43,5.63,0.0,14.5,0.35,5.41,10.18,11.36,7.41,4.44,1.43
Game Management Unit 20D,353,6,ccsm,0,794.48,3.56,0.0,10.73,0.0,1.96,6.36,8.43,5.77,2.69,0.38
Game Management Unit 20D,353,6,ccsm,1,864.96,3.86,0.0,13.39,0.0,2.2,7.12,8.89,5.87,3.02,0.51
Game Management Unit 20D,353,6,ccsm,2,987.96,4.41,0.0,13.61,0.0,2.94,8.44,9.84,6.58,3.38,0.55
Game Management Unit 20D,353,6,gfdl,0,794.48,3.56,0.0,10.73,0.0,1.96,6.36,8.43,5.77,2.69,0.38
Game Management Unit 20D,353,6,gfdl,1,870.37,3.89,0.0,9.76,0.01,2.48,7.54,8.63,5.82,3.08,0.41
Game Management Unit 20D,353,6,gfdl,2,984.52,4.4,0.0,12.54,0.01,3.6,8.25,9.65,6.17,3.32,0.61
Game Management Unit 20D,360,4,ccsm,0,709.77,3.2,0.0,10.64,0.0,1.46,5.71,7.99,5.39,2.26,0.16
Game Management Unit 20D,360,4,ccsm,1,780.79,3.49,0.0,12.62,0.0,1.61,6.42,8.41,5.49,2.61,0.3
Game Management Unit 20D,360,4,ccsm,2,901.24,4.02,0.0,12.67,0.0,2.3,7.78,9.43,6.15,2.94,0.29
Game Management Unit 20D,360,4,gfdl,0,709.77,3.2,0.0,10.64,0.0,1.46,5.71,7.99,5.39,2.26,0.16
Game Management Unit 20D,360,4,gfdl,1,791.83,3.53,0.0,9.25,0.0,2.07,6.78,8.23,5.47,2.66,0.2
Game Management Unit 20D,360,4,gfdl,2,899.34,4.01,0.0,12.29,0.0,3.13,7.42,9.19,5.82,2.91,0.36
Game Management Unit 20D,362,4,ccsm,0,516.67,2.33,0.0,8.83,0.0,0.47,3.97,6.52,4.3,1.22,0.01
Game Management Unit 20D,362,4,ccsm,1,576.44,2.57,0.0,10.65,0.0,0.71,4.68,6.9,4.42,1.54,0.01
Game Management Unit 20D,362,4,ccsm,2,692.14,3.09,0.0,11.15,0.0,1.14,6.06,7.89,5.09,1.9,0.02
Game Management Unit 20D,362,4,gfdl,0,516.67,2.33,0.0,8.83,0.0,0.47,3.97,6.52,4.3,1.22,0.01
Game Management Unit 20D,362,4,gfdl,1,595.99,2.66,0.0,8.01,0.0,1.1,5.1,6.8,4.4,1.62,0.01
Game Management Unit 20D,362,4,gfdl,2,688.46,3.07,0.0,10.47,0.0,1.9,5.71,7.71,4.77,1.88,0.02
Game Management Unit 20D,364,4,ccsm,0,611.49,2.89,0.0,10.05,0.0,1.04,5.02,7.44,5.04,1.99,0.07
Game Management Unit 20D,364,4,ccsm,1,700.7,3.13,0.0,11.77,0.0,1.2,5.72,7.83,5.14,2.24,0.16
Game Management Unit 20D,364,4,ccsm,2,820.79,3.66,0.0,12.35,0.0,1.82,7.08,8.83,5.8,2.61,0.17
Game Management Unit 20D,364,4,gfdl,0,611.49,2.89,0.0,10.05,0.0,1.04,5.02,7.44,5.04,1.99,0.07
Game Management Unit 20D,364,4,gfdl,1,720.58,3.22,0.0,8.85,0.0,1.69,6.14,7.75,5.12,2.3,0.09
Game Management Unit 20D,364,4,gfdl,2,823.75,3.68,0.0,11.53,0.0,2.73,6.75,8.63,5.47,2.57,0.23
Game Management Unit 20D,372,6,ccsm,0,1008.39,4.57,0.0,12.61,0.17,3.39,8.08,9.85,6.78,3.55,0.92
Game Management Unit 20D,372,6,ccsm,1,1085.33,4.85,0.0,15.33,0.16,3.7,8.84,10.22,6.85,3.9,1.05
Game Management Unit 20D,372,6,ccsm,2,1217.86,5.44,0.0,15.29,0.18,4.43,10.29,11.26,7.61,4.27,1.13
Game Management Unit 20D,372,6,gfdl,0,1008.39,4.57,0.0,12.61,0.17,3.39,8.08,9.85,6.78,3.55,0.92
Game Management Unit 20D,372,6,gfdl,1,1099.05,4.91,0.0,11.75,0.14,3.98,9.4,10.05,6.85,4.0,0.96
Game Management Unit 20D,372,6,gfdl,2,1236.5,5.52,0.0,14.73,0.21,5.28,10.29,11.23,7.23,4.27,1.25
Game Management Unit 20D,378,4,ccsm,0,572.66,2.63,0.0,9.6,0.0,0.78,4.58,7.07,4.74,1.69,0.04
Game Management Unit 20D,378,4,ccsm,1,650.42,2.9,0.0,11.34,0.0,0.98,5.29,7.47,4.88,1.98,0.08
Game Management Unit 20D,378,4,ccsm,2,769.91,3.44,0.0,11.97,0.0,1.55,6.66,8.47,5.53,2.35,0.09
Game Management Unit 20D,378,4,gfdl,0,572.66,2.63,0.0,9.6,0.0,0.78,4.58,7.07,4.74,1.69,0.04
Game Management Unit 20D,378,4,gfdl,1,670.11,2.99,0.0,8.55,0.0,1.46,5.7,7.39,4.84,2.02,0.04
Game Management Unit 20D,378,4,gfdl,2,770.83,3.44,0.0,11.07,0.0,2.46,6.31,8.26,5.2,2.3,0.13
Game Management Unit 20D,387,5,ccsm,0,1053.93,4.74,0.0,12.67,0.36,3.72,8.24,9.99,6.92,3.78,1.12
Game Management Unit 20D,387,5,ccsm,1,1119.92,5.0,0.0,14.75,0.33,3.9,9.01,10.32,7.0,4.08,1.25
Game Management Unit 20D,387,5,ccsm,2,1246.83,5.57,0.0,14.95,0.33,4.65,10.25,11.26,7.84,4.5,1.35
Game Management Unit 20D,387,5,gfdl,0,1053.93,4.74,0.0,12.67,0.36,3.72,8.24,9.99,6.92,3.78,1.12
Game Management Unit 20D,387,5,gfdl,1,1131.45,5.05,0.0,11.76,0.29,4.29,9.39,10.19,7.01,4.18,1.14
Game Management Unit 20D,387,5,gfdl,2,1258.59,5.62,0.0,14.56,0.34,5.39,10.18,11.36,7.4,4.43,1.42
Game Management Unit 20D,389,4,ccsm,0,434.18,1.97,0.0,8.03,0.0,0.23,3.19,5.85,3.83,0.86,0.0
Game Management Unit 20D,389,4,ccsm,1,499.53,2.23,0.0,9.98,0.0,0.51,3.89,6.29,4.0,1.11,0.0
Game Management Unit 20D,389,4,ccsm,2,616.63,2.75,0.0,10.78,0.0,0.92,5.28,7.3,4.66,1.49,0.0
Game Management Unit 20D,389,4,gfdl,0,434.18,1.97,0.0,8.03,0.0,0.23,3.19,5.85,3.83,0.86,0.0
Game Management Unit 20D,389,4,gfdl,1,517.21,2.31,0.0,7.52,0.0,0.87,4.33,6.14,3.95,1.16,0.0
Game Management Unit 20D,389,4,gfdl,2,604.61,2.7,0.0,9.35,0.0,1.66,4.92,6.99,4.28,1.39,0.0
Game Management Unit 20D,390,4,ccsm,0,559.54,2.54,0.0,9.12,0.0,0.68,4.4,6.88,4.62,1.5,0.01
Game Management Unit 20D,390,4,ccsm,1,627.85,2.8,0.0,11.31,0.0,0.88,5.09,7.35,4.7,1.85,0.05
Game Management Unit 20D,390,4,ccsm,2,740.34,3.31,0.0,11.38,0.0,1.41,6.37,8.32,5.35,2.19,0.05
Game Management Unit 20D,390,4,gfdl,0,559.54,2.54,0.0,9.12,0.0,0.68,4.4,6.88,4.62,1.5,0.01
Game Management Unit 20D,390,4,gfdl,1,641.94,2.87,0.0,8.28,0.0,1.33,5.47,7.14,4.68,1.88,0.02
Game Management Unit 20D,390,4,gfdl,2,734.77,3.28,0.0,10.65,0.0,2.19,6.02,8.04,5.02,2.15,0.08
Game Management Unit 20D,416,5,ccsm,0,1055.08,4.72,0.0,12.83,0.33,3.68,8.29,10.04,6.93,3.74,1.09
Game Management Unit 20D,416,5,ccsm,1,1120.89,5.0,0.0,15.17,0.3,3.86,9.1,10.4,7.01,4.04,1.22
Game Management Unit 20D,416,5,ccsm,2,1253.01,5.59,0.0,15.35,0.3,4.63,10.38,11.41,7.85,4.45,1.33
Game Management Unit 20D,416,5,gfdl,0,1055.08,4.72,0.0,12.83,0.33,3.68,8.29,10.04,6.93,3.74,1.09
Game Management Unit 20D,416,5,gfdl,1,1132.38,5.06,0.0,11.92,0.26,4.26,9.44,10.25,7.01,4.16,1.11
Game Management Unit 20D,416,5,gfdl,2,1266.26,5.65,0.0,15.01,0.31,5.43,10.31,11.48,7.41,4.41,1.39
Game Management Unit 20D,422,4,ccsm,0,468.13,2.13,0.0,8.46,0.0,0.37,3.6,6.17,4.08,1.05,0.01
Game Management Unit 20D,422,4,ccsm,1,542.84,2.42,0.0,10.35,0.0,0.65,4.3,6.63,4.26,1.35,0.0
